gender,SeniorCitizen,Partner,Dependents,PhoneService,PaperlessBilling,MonthlyCharges,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TotalCharges_boxcox,tenure_cbrt,TotalServices,HasPremiumSupport,AvgMonthlySpend,Churn
0,0,1,1,1,0,-1.5126239,0,1,0,0,0,1,0,-1.9247568,-1.8123131,0,0,0.17245597,0
1,0,1,1,0,1,-0.84125787,0,0,0,0,1,0,0,0.30926383,0.78631365,2,0,0.24386305,0
0,0,0,0,0,1,-0.6617838,0,0,0,0,1,0,0,0.51113254,0.9236315,2,0,0.3731536,0
0,0,1,0,1,1,1.0781176,1,0,0,1,0,1,0,1.2677084,1.0098047,4,0,1.2576723,0
1,1,1,0,1,1,1.5218174,1,0,1,0,0,0,1,1.6051726,1.1905624,5,1,1.4804267,0
0,0,0,0,0,0,-0.987496,0,0,0,0,0,0,1,-1.7658767,-1.8123131,1,0,0.16738266,1
0,1,0,0,1,1,0.27380788,1,0,0,0,0,1,0,-1.5322547,-1.8123131,1,0,0.15829408,1
0,0,1,0,1,1,-1.4910206,0,1,0,0,0,0,1,-1.6863188,-1.3841357,0,0,0.49328867,0
1,0,1,1,1,0,0.40508986,0,0,0,1,0,0,0,1.0487225,1.0098047,4,0,0.9134352,0
0,0,0,0,0,0,-0.97586346,0,0,0,1,0,0,1,-0.7168052,-0.50397736,2,1,-0.5868053,0
1,0,1,1,1,0,-1.4727408,0,1,0,1,0,0,0,-0.035535116,1.0514597,0,0,-0.016144188,0
0,0,0,0,1,0,1.0631615,1,0,1,0,0,0,0,1.0260396,0.66322094,3,0,1.385739,0
0,0,0,0,0,0,-0.3510278,0,0,1,0,0,1,0,0.03325296,0.05048319,4,1,0.03380767,0
1,0,0,0,1,0,1.1745019,1,0,0,1,0,0,0,1.0114036,0.6375206,4,1,1.3894407,0
0,0,0,0,1,1,-0.6484894,0,0,0,0,0,0,1,-1.5265262,-1.5606626,0,0,0.27941427,0
1,1,0,0,1,1,0.63441783,1,0,0,0,1,0,0,0.5615763,0.3249784,2,0,0.7284335,1
0,0,0,0,1,1,0.17742367,1,0,0,0,0,1,0,-1.5463907,-1.8123131,0,0,0.1589064,1
0,0,0,0,1,0,-1.4594464,0,1,1,0,0,0,0,-0.71649384,-0.067613915,0,0,-0.51169634,0
0,0,0,0,0,1,-1.0406735,0,0,0,0,0,0,1,-0.10686962,0.38648883,2,1,-0.09582507,0
0,0,1,1,1,0,-1.4810498,0,1,0,1,0,0,1,-0.59242433,0.19406347,0,0,-0.44377166,0
1,1,1,0,1,1,0.70255154,1,0,1,0,0,1,0,0.38729998,0.124047734,2,0,0.47209716,0
1,0,0,1,1,1,-0.12502338,0,0,1,0,0,1,0,0.73363554,0.8789992,3,1,0.6447541,0
0,1,0,0,1,1,0.19570343,1,0,0,0,0,1,0,-1.276401,-1.5606626,0,0,0.25737038,1
1,0,0,0,1,1,0.73578745,1,0,1,0,0,1,0,1.1338699,0.9455499,1,0,1.142126,0
1,0,0,0,1,0,0.15415852,0,0,0,1,0,0,0,0.97882414,1.0514597,4,1,0.76825714,0
0,0,1,1,1,0,-1.4760643,0,1,1,0,1,0,0,-0.87527424,-0.3927553,0,0,-0.62086767,0
1,0,0,0,1,0,-1.4760643,0,1,0,0,0,0,1,-1.7813728,-1.5606626,0,0,0.29686445,1
0,0,1,0,1,1,1.3140929,1,0,0,1,0,0,0,1.5400324,1.2096542,4,1,1.322991,0
0,0,1,1,1,1,-0.6584602,0,0,0,0,0,1,0,-0.27272215,-0.10935716,0,0,-0.2390083,0
0,0,0,1,1,1,-0.5088985,0,0,1,0,0,1,0,-0.14192784,-0.027117206,1,0,-0.13231878,0
1,0,0,0,1,0,-1.4677553,0,1,1,0,0,0,1,-1.3575653,-1.021193,0,0,11.437617,0
1,0,1,1,1,0,-1.5026531,0,1,0,1,1,0,0,-1.5528674,-1.243603,0,0,0.85385734,0
0,0,0,0,1,1,1.1379423,1,0,0,0,1,0,0,-0.95491886,-1.3841357,4,0,0.37242246,1
0,0,0,0,1,1,0.95514464,1,0,0,0,0,1,0,0.43245107,-0.027117206,2,0,0.54104084,0
1,0,0,0,0,0,-0.3393952,0,0,1,0,1,0,0,0.0008722031,0.08773716,4,0,0.00087199453,0
0,0,0,1,1,0,-1.4860351,0,1,0,0,0,0,1,-1.2172723,-0.8441327,0,0,-1.766512,0
1,0,0,0,1,1,0.63774145,1,0,0,0,0,1,0,0.4001596,0.08773716,1,0,0.49173066,1
1,0,0,0,1,1,0.4881797,1,0,0,0,0,1,0,-1.2682506,-1.5606626,1,0,0.2565552,0
1,0,0,0,1,0,1.7096004,1,0,0,1,1,0,0,1.6265357,1.1518178,6,1,1.6163229,1
0,0,1,0,1,1,0.9617919,1,0,0,1,0,0,0,1.4416916,1.2285651,2,0,1.1308453,1
0,0,0,0,1,0,0.5014741,0,0,1,0,1,0,0,1.1015068,0.9886294,5,1,1.0215746,0
1,0,1,1,1,0,1.1711782,1,0,1,0,0,1,0,0.8811784,0.502811,3,0,1.2542961,0
1,0,0,1,1,0,-1.5009913,0,1,0,1,0,0,1,-0.786478,-0.10935716,0,0,-0.54526705,0
1,0,0,0,1,0,-1.4976677,0,1,0,0,0,0,1,-1.9191186,-1.8123131,0,0,0.17228937,1
0,0,1,1,1,0,-1.4810498,0,1,0,1,0,0,0,-0.20201647,0.7381076,0,0,-0.13045825,0
0,1,1,0,0,1,-0.47732434,0,0,1,0,1,0,0,0.11298341,0.2609297,4,0,0.117525496,0
0,0,1,1,1,0,1.614878,1,0,1,0,0,1,0,1.5454291,1.0922282,6,1,1.6022599,0
1,0,1,1,1,1,0.5064595,1,0,0,0,0,0,0,0.8644616,0.68854326,1,0,1.0356559,0
0,0,0,0,1,1,0.5380336,0,0,0,1,0,0,0,0.97799265,0.8332507,4,1,1.0510485,0
0,0,1,1,1,1,-1.3248408,0,1,0,1,0,0,1,0.16081777,1.1518178,0,0,0.06901271,0
0,1,0,0,1,0,-0.32776263,0,0,0,0,0,1,0,0.85311836,1.1518178,1,0,0.53279334,0
0,0,0,0,1,0,0.35855955,1,0,0,0,0,1,0,-0.7640424,-1.1249284,0,0,1.2612739,1
0,0,1,0,1,0,1.4786108,1,0,0,1,0,1,0,1.619867,1.2285651,5,1,1.4197282,0
0,0,0,0,1,1,0.428355,1,0,0,0,0,0,0,-0.44237414,-0.7665971,1,0,-0.65058285,1
0,1,0,0,1,1,1.0049986,1,0,0,0,0,1,0,0.48783007,0.08773716,3,0,0.62835366,1
1,0,0,0,1,1,1.7129241,1,0,1,0,0,0,0,1.7075365,1.2285651,6,1,1.5819148,0
0,0,0,0,1,0,-1.4910206,0,1,0,0,0,0,0,-0.54831314,0.2932877,0,0,-0.41169003,0
0,0,0,0,1,0,0.18573265,1,0,0,0,0,1,0,-1.2855645,-1.5606626,0,0,0.25827903,0
0,0,1,0,1,0,-1.3015757,0,1,0,1,1,0,0,0.25374228,1.2285651,0,0,0.101192355,0
0,0,0,0,0,1,-0.6750782,0,0,1,0,0,1,0,0.5802233,1.0098047,3,0,0.38746417,0
0,1,0,0,1,1,1.1761637,1,0,1,0,0,1,0,1.2288263,0.9014506,3,0,1.395194,0
1,0,0,0,1,1,1.3506523,1,0,1,0,1,0,0,1.2737056,0.8789992,5,0,1.5329618,1
1,0,0,0,1,1,1.0332491,1,0,0,0,0,1,0,-1.1333252,-1.5606626,3,0,0.24204826,1
0,0,0,0,1,1,0.30205846,1,0,0,0,0,0,1,-0.7806177,-1.021193,0,0,8.344781,0
0,0,1,1,1,1,0.17742367,0,0,0,1,1,0,0,0.72092307,0.7381076,4,0,0.75337917,0
1,0,1,1,1,0,-1.3132082,0,1,0,1,0,0,1,0.10953183,1.0719517,0,0,0.05186742,0
1,0,0,0,1,1,0.47820893,1,0,0,0,0,1,0,-1.503593,-1.8123131,1,0,0.15702565,1
1,0,0,1,1,0,-1.4527992,0,1,0,0,1,0,0,-1.0514193,-0.5639137,0,0,-0.7927104,0
1,1,1,0,0,1,-1.323179,0,0,0,0,0,0,0,0.0019086341,0.8789992,0,0,0.0011377526,0
0,0,1,1,1,1,-0.0086975945,0,0,1,0,0,1,0,0.29444003,0.22786814,3,1,0.33837095,0
0,0,1,0,1,0,-1.4993294,0,1,0,0,0,0,0,-0.49553323,0.22786814,0,0,-0.3861848,1
0,0,0,0,1,1,0.47322354,1,0,0,0,0,1,0,-0.92805266,-1.243603,1,0,0.65491426,1
0,0,0,0,1,1,1.3689321,1,0,1,0,1,0,0,1.0015069,0.53063697,4,1,1.4984857,0
0,0,1,1,1,1,0.36853033,1,0,0,0,0,1,0,-0.50343215,-0.7665971,1,0,-0.71984065,0
0,0,1,1,1,0,0.9003054,1,0,0,0,0,1,0,0.11021817,-0.29102904,3,0,0.119466424,1
0,0,0,0,0,1,-0.7033287,0,0,0,1,1,0,0,0.5721012,1.0514597,3,0,0.35699457,0
1,0,0,0,1,1,0.8803638,1,0,1,0,0,0,0,0.48311314,0.15947245,3,0,0.6186045,0
0,0,0,0,1,0,0.8305099,0,0,0,1,1,0,0,1.4044669,1.2096542,6,1,1.1094973,0
0,0,0,0,1,1,1.3174164,1,0,0,1,0,0,0,1.12653,0.68854326,5,1,1.5718349,0
0,0,1,0,1,0,0.84380424,1,0,0,0,0,0,1,0.31882164,-0.027117206,2,0,0.37551346,0
1,0,1,1,0,0,-0.81300735,0,0,1,0,0,1,0,0.21299005,0.7135012,3,1,0.17412467,0
1,0,1,1,1,1,1.345667,1,0,0,1,0,0,0,1.5376076,1.171285,5,0,1.4014536,0
0,1,0,0,1,1,1.3705939,1,0,1,0,0,1,0,1.4172336,1.0098047,4,1,1.5399743,1
0,0,0,1,1,1,1.3041221,1,0,0,1,0,1,0,1.5162568,1.1518178,4,0,1.4062515,0
0,0,0,0,1,1,0.1624675,0,0,0,0,0,1,0,-0.27625936,-0.44704098,3,0,-0.2650645,0
1,0,1,1,1,1,0.3170146,1,0,0,0,0,1,0,0.9264882,0.9455499,0,0,0.826725,0
0,0,1,1,1,0,1.2010906,1,0,1,0,0,0,1,1.2363875,0.9014506,3,0,1.4101642,0
1,0,0,0,1,1,-1.479388,0,1,0,0,0,0,1,-1.9123504,-1.8123131,0,0,0.17208816,0
1,0,0,1,1,1,-0.49394232,0,0,0,0,0,0,1,-1.6591251,-1.8123131,1,0,0.16349196,1
1,0,0,0,1,1,1.0681468,1,0,0,0,1,0,0,0.33503377,-0.027117206,3,1,0.3979956,0
0,0,0,0,1,1,1.1828109,1,0,0,0,0,1,0,-0.0013132842,-0.50397736,3,0,-0.0015050832,1
1,0,1,0,1,1,1.3074456,1,0,0,0,0,1,0,1.174193,0.7135012,4,0,1.6398755,0
1,0,0,0,1,0,-1.4843733,0,1,1,0,0,0,1,-0.42839667,0.47450525,0,0,-0.31481323,0
0,1,1,0,1,1,0.33861798,1,0,0,0,0,0,0,0.610654,0.47450525,0,0,0.76039666,1
0,1,0,0,1,1,-0.27292332,0,0,0,0,1,0,0,-1.3519862,-1.5606626,1,0,0.2646221,0
1,1,1,1,1,1,-0.51554567,0,0,0,0,1,0,0,-1.6632723,-1.8123131,1,0,0.163651,1
1,0,1,0,1,1,0.12756976,1,0,0,0,0,0,0,-0.14874691,-0.3927553,0,0,-0.14712648,0
0,0,0,0,1,1,0.14252593,1,0,0,0,1,0,0,0.22221725,0.08773716,0,0,0.24867469,0
0,0,1,1,1,0,-1.4976677,0,1,0,1,1,0,0,-0.42813596,0.38648883,0,0,-0.32926813,0
1,0,0,1,1,1,-1.4860351,0,1,0,0,0,0,1,-1.5206311,-1.3841357,0,0,0.47308376,0
1,0,1,1,1,0,1.2941513,1,0,0,0,0,1,0,1.1611273,0.78631365,4,0,1.4759635,1
1,0,1,0,1,1,0.985057,1,0,0,0,0,1,0,0.9255743,0.58492744,3,0,1.2692964,0
1,0,1,0,1,1,-0.32610083,0,0,0,0,1,0,0,-0.581834,-0.6946121,2,0,-0.66349,0
0,0,1,0,1,0,0.9617919,1,0,1,0,0,0,0,1.3142166,1.030746,4,0,1.2991412,0
0,0,0,0,1,0,1.5118467,1,0,0,1,1,0,0,1.5543058,1.171285,5,0,1.4315112,0
1,0,0,0,1,1,1.1346188,1,0,1,0,0,1,0,-0.1769529,-0.6946121,4,0,-0.2439324,0
1,0,1,0,1,0,0.8305099,1,0,1,0,0,1,0,1.2973717,1.1122944,3,0,1.1193268,1
0,0,1,1,1,1,0.52141565,0,0,0,1,0,0,0,1.3190157,1.2472993,5,1,0.9317277,0
1,0,1,1,1,0,0.4865179,1,0,0,0,0,1,0,0.9790466,0.9014506,2,0,0.95924264,0
0,0,0,0,1,1,-1.4777261,0,1,0,0,0,0,1,-1.9117417,-1.8123131,0,0,0.17207,1
0,0,0,0,1,0,-0.06519869,0,0,0,0,0,0,0,-0.7578969,-0.92843103,3,1,-2.660641,0
0,0,0,0,1,1,0.33695617,1,0,0,0,0,0,1,-1.2951835,-1.5606626,0,0,0.2592239,0
0,0,0,0,1,1,0.3352944,1,0,0,0,0,1,0,-0.4476479,-0.7665971,1,0,-0.65673316,0
1,0,0,1,1,1,-1.2932667,0,1,0,1,1,0,0,-0.37904274,0.124047734,0,0,-0.3148826,0
1,1,1,0,1,1,1.2359884,1,0,0,0,0,1,0,-0.45420834,-0.92843103,3,0,-1.8279245,1
0,0,1,0,1,1,0.11759898,0,0,0,1,0,0,1,1.0115064,1.0922282,4,1,0.75976986,0
1,0,0,0,0,0,-0.54379624,0,0,0,1,0,0,0,0.7780884,1.2096542,4,1,0.42501372,0
1,1,0,0,1,1,0.97176266,1,0,0,0,0,1,0,-1.1712519,-1.5606626,2,0,0.24632575,1
1,1,0,0,1,1,1.3390198,1,0,0,1,0,1,0,1.5373782,1.1518178,5,0,1.4447129,0
0,0,0,0,1,1,0.8155537,1,0,0,0,1,0,0,0.9261227,0.66322094,2,0,1.1803598,1
0,0,0,0,1,0,-1.3165318,0,1,0,1,1,0,0,-0.5986008,0.012222058,0,0,-0.4504191,0
1,0,1,1,1,0,-1.5043149,0,1,0,1,1,0,0,-1.4293658,-1.243603,0,0,0.82372546,0
1,0,1,1,1,1,0.9368649,1,0,0,0,0,0,0,0.95171493,0.6375206,3,0,1.2629149,0
0,0,1,1,1,1,-1.4644318,0,1,0,1,0,0,1,0.06403676,1.2472993,0,0,0.022489967,0
0,0,0,0,1,1,0.3170146,1,0,0,0,1,0,0,-1.5260519,-1.8123131,1,0,0.15802264,1
1,0,0,0,1,0,-1.5093002,0,1,0,1,0,0,0,-0.068087295,1.1321559,0,0,-0.02685291,0
1,0,0,0,0,1,-0.668431,0,0,0,0,0,0,1,-1.6938274,-1.8123131,3,0,0.16480258,1
1,0,1,1,1,0,0.64106506,1,0,0,0,0,1,0,-0.1572521,-0.50397736,2,0,-0.16687216,1
1,0,0,0,1,1,0.52972466,1,0,0,0,0,0,0,-0.37883762,-0.6946121,1,0,-0.47430056,1
1,1,1,0,1,1,1.3157547,1,0,0,0,0,1,0,1.4405453,1.1122944,4,0,1.3564067,0
1,0,0,1,1,0,-1.5026531,0,1,0,0,0,0,1,-1.9209877,-1.8123131,0,0,0.17234471,0
1,0,1,1,1,0,0.30870563,0,0,1,0,0,1,0,0.5893112,0.47450525,5,1,0.72526115,0
1,0,0,1,0,0,-0.8196545,0,0,0,1,0,0,1,-0.3240197,-0.027117206,3,1,-0.27676952,0
0,0,1,0,1,0,-1.4843733,0,1,1,0,0,0,1,-1.1646825,-0.6946121,0,0,-1.0347725,0
1,0,0,1,1,1,1.2276794,1,0,0,0,0,1,0,-0.83229935,-1.243603,3,0,0.6118889,1
1,0,1,1,1,1,0.62444705,0,0,0,1,1,0,0,1.3563566,1.2472993,5,1,0.9801159,0
0,0,1,0,1,0,-0.26295254,0,0,0,0,0,1,0,0.24206056,0.38648883,2,0,0.25892335,0
0,0,0,0,1,0,-1.4744025,0,1,0,0,0,0,1,-1.9105273,-1.8123131,0,0,0.17203373,1
0,0,1,1,1,0,-1.5026531,0,1,0,1,1,0,0,-0.16735928,0.96721345,0,0,-0.08090189,0
1,0,1,1,1,1,1.3755794,1,0,1,0,0,1,0,1.5846138,1.2096542,5,1,1.3997645,0
1,0,1,1,1,0,0.47156173,0,0,1,0,1,0,0,0.6083657,0.47450525,4,0,0.7565936,0
0,0,1,1,0,1,-0.4989277,0,0,0,0,0,1,0,0.67160326,1.0098047,3,0,0.4716812,0
1,0,0,0,1,1,0.9185851,1,0,0,0,1,0,0,0.43545422,0.08773716,3,0,0.5452967,0
0,0,0,0,1,0,-0.21808402,0,0,1,0,0,0,0,-0.69368243,-0.8441327,3,0,-1.2553617,0
1,0,1,1,1,1,1.2575917,1,0,1,0,0,1,0,0.9731572,0.5580029,4,1,1.4025942,1
0,1,1,0,1,1,0.90362895,1,0,0,0,1,0,0,0.73872393,0.4163678,2,0,1.0196611,0
1,1,0,0,1,0,0.01622936,0,0,1,0,0,0,0,0.8016935,0.8789992,3,1,0.73210466,0
1,0,1,1,1,1,1.3705939,1,0,0,1,0,0,0,1.6222626,1.2285651,4,0,1.4239738,1
0,0,0,0,1,1,0.2771315,1,0,0,0,0,1,0,0.95696235,0.9014506,0,0,0.9256835,0
0,0,0,0,1,0,-0.16656831,0,0,0,1,0,0,0,0.98524785,1.2472993,2,0,0.5708144,0
0,0,0,1,1,1,-0.32111543,0,0,0,0,0,0,1,-1.2414376,-1.3841357,2,0,0.43046612,1
0,0,1,1,1,1,-0.16490652,0,0,0,1,0,0,0,0.72322464,0.8789992,2,0,0.6319085,0
1,0,1,1,1,1,1.7228949,1,0,0,1,0,0,0,1.7114841,1.2472993,6,1,1.5429974,0
1,0,0,0,1,1,1.4802725,1,0,0,1,0,1,0,1.2902492,0.8332507,5,1,1.6684444,0
0,1,0,0,1,1,1.2177086,1,0,1,0,0,0,0,1.371156,1.0098047,3,0,1.4484394,0
0,0,0,0,0,1,-0.46901536,0,0,0,0,1,0,0,0.26105693,0.502811,3,0,0.26465818,0
0,0,0,0,1,0,-0.2862177,0,0,1,0,0,0,1,-0.26861885,-0.3927553,1,0,-0.25075763,0
1,0,0,0,1,1,1.3872119,1,0,0,1,0,0,0,1.5651276,1.1905624,4,1,1.4077083,1
1,0,1,1,1,1,-1.5142857,0,1,1,0,0,0,1,-0.38919634,0.6114279,0,0,-0.26241606,0
0,1,0,0,1,0,0.6061673,0,0,1,0,0,0,0,1.1959144,1.0719517,5,1,1.0335255,0
1,1,1,0,1,0,0.17742367,1,0,0,0,0,1,0,-1.2784572,-1.5606626,0,0,0.257575,0
0,0,1,1,1,1,1.4470366,1,0,0,1,0,0,0,1.6156582,1.2472993,6,1,1.370926,0
0,0,1,1,1,1,0.8737166,1,0,0,0,0,0,0,0.6368769,0.2932877,2,0,0.8686529,1
1,0,1,1,1,0,-1.3132082,0,1,0,1,1,0,0,-0.21583164,0.53063697,0,0,-0.16889386,0
0,0,1,0,0,1,-0.64516586,0,0,1,0,0,1,0,0.50263935,0.96721345,3,0,0.342854,0
1,0,0,0,0,0,-0.69335794,0,0,0,1,0,1,0,0.6798408,1.1518178,3,0,0.38509715,0
0,1,1,0,1,1,0.42336962,1,0,0,0,0,1,0,0.8740459,0.80993557,1,0,0.912019,1
1,0,1,0,1,1,0.48319432,0,0,1,0,0,0,1,0.4832352,0.2609297,4,1,0.6104662,0
1,1,1,0,1,1,0.6693156,1,0,0,0,1,0,0,1.3003538,1.1905624,2,0,0.99369156,0
1,0,1,0,1,1,0.4815325,1,0,1,0,0,1,0,0.5294461,0.2932877,1,0,0.68081605,0
0,0,0,0,1,0,0.20899782,0,0,0,1,1,0,0,0.08561934,-0.10935716,4,0,0.089508615,0
1,0,0,0,1,0,-0.36598396,0,0,1,0,0,1,0,0.5855916,0.8332507,2,0,0.5042999,0
0,0,1,1,1,0,-1.3464441,0,1,0,1,1,0,0,0.20840223,1.2472993,0,0,0.0787992,0
0,0,1,0,0,1,-0.3510278,0,0,0,1,0,1,0,0.9066297,1.2472993,4,0,0.5019443,1
1,0,1,1,0,0,-0.6817254,0,0,1,0,0,0,0,0.40834206,0.8332507,3,0,0.3194879,0
0,0,0,0,1,0,-0.48895693,0,0,1,0,0,0,0,0.31239137,0.5580029,1,0,0.31241018,0
1,0,0,0,1,0,-1.4827116,0,1,0,1,0,0,1,-0.36779052,0.5580029,0,0,-0.2621848,0
0,0,0,0,1,1,0.14917313,1,0,0,0,0,0,1,-0.75776535,-1.021193,0,0,8.181702,1
1,0,1,1,1,1,0.15249671,0,0,1,0,1,0,0,1.0728015,1.1518178,4,1,0.7608715,0
0,0,1,1,1,0,-1.5093002,0,1,0,0,0,0,1,-0.97523564,-0.34083176,0,0,-0.6485757,0
1,0,0,0,1,0,-1.5159475,0,1,0,1,0,0,1,-0.863749,-0.29102904,0,0,-0.5930395,0
1,0,1,0,1,0,-0.12502338,0,0,0,0,0,0,1,0.35277414,0.38648883,3,0,0.39992175,0
0,0,1,1,1,0,-1.471079,0,1,0,1,1,0,0,-0.09744184,0.96721345,0,0,-0.04874183,0
1,0,0,0,1,1,-0.47400075,0,0,0,0,0,1,0,-1.655332,-1.8123131,1,0,0.16334595,1
1,0,1,1,0,0,-0.48397154,0,0,0,1,0,0,1,0.50739765,0.8332507,4,1,0.4187203,0
0,0,0,0,1,0,0.4931651,0,0,0,1,0,0,0,1.2634678,1.2096542,5,1,0.9161116,0
0,0,1,1,1,1,-1.3248408,0,1,0,1,0,0,0,-0.6955574,-0.19699931,0,0,-0.505065,0
1,1,0,0,1,1,0.32033822,1,0,0,0,0,1,0,-1.5255781,-1.8123131,0,0,0.15800186,1
0,0,1,1,1,1,1.4005063,1,0,0,0,0,1,0,0.86107165,0.38648883,5,1,1.2911545,0
0,0,0,0,1,1,1.2160468,1,0,0,0,0,1,0,0.74823713,0.2932877,3,0,1.0858768,0
0,0,1,1,1,1,-0.31280646,0,0,0,0,1,0,0,-0.27691728,-0.29102904,2,0,-0.24799578,0
0,0,1,1,1,0,-0.47233894,0,0,1,0,1,0,0,0.7750637,1.1518178,1,0,0.4630873,0
0,0,0,0,1,0,-1.5043149,0,1,0,0,0,0,0,-1.2534182,-0.7665971,0,0,-1.30024,0
1,0,0,1,1,1,0.4881797,0,0,1,0,0,0,1,0.5188543,0.2609297,4,0,0.6682304,1
1,0,0,0,1,0,0.86042225,1,0,0,0,0,1,0,-0.82735926,-1.243603,2,0,0.60955536,0
1,1,1,1,1,1,0.83383346,1,0,1,0,0,0,0,1.1722846,0.96721345,3,0,1.1703732,0
1,0,0,0,1,0,0.47322354,0,0,1,0,0,0,1,1.1047105,1.0098047,5,1,0.99440646,0
1,0,0,0,1,1,1.3257254,1,0,1,0,0,1,0,1.3787373,0.96721345,4,1,1.5591344,1
1,0,0,0,1,0,-1.5026531,0,1,0,0,0,0,1,-1.9209877,-1.8123131,0,0,0.17234471,0
0,0,1,1,1,0,-1.4910206,0,1,0,1,0,0,1,-0.6017072,0.124047734,0,0,-0.45126316,0
1,1,1,1,1,1,1.7112623,1,0,1,0,0,1,0,1.6428541,1.1321559,6,1,1.7011882,0
1,0,0,0,1,1,0.764038,1,0,0,0,0,0,0,-0.067268185,-0.3927553,2,0,-0.069251165,0
1,1,1,0,1,1,1.1728401,1,0,0,0,0,1,0,1.119552,0.7135012,3,0,1.5136687,1
0,0,0,0,1,1,0.5496662,1,0,0,0,1,0,0,0.7071824,0.5580029,1,0,0.8760586,0
1,0,1,0,0,1,-0.6800636,0,0,0,0,0,1,0,0.54529786,0.9886294,2,0,0.36877966,0
0,0,0,1,1,0,0.18573265,1,0,0,1,1,0,0,0.8026726,0.78631365,0,0,0.8286384,0
1,0,1,1,0,0,-0.6750782,0,0,1,0,1,0,0,-0.37609333,-0.29102904,3,0,-0.3213837,0
1,0,1,1,1,1,-0.5188693,0,0,0,0,0,1,0,-0.9407132,-1.021193,1,0,9.388479,0
1,1,1,0,0,1,-1.1736172,0,0,0,0,1,0,0,0.052203443,0.80993557,1,0,0.034996126,0
1,0,0,0,1,0,1.189458,1,0,0,0,0,1,0,1.0159205,0.6375206,4,0,1.3993264,1
1,0,1,0,1,1,0.68261,1,0,0,0,1,0,0,0.99290407,0.76237464,2,0,1.1773661,0
1,0,0,0,1,0,1.0266019,1,0,0,0,0,1,0,-1.2075682,-1.5606626,3,0,0.2502723,1
1,0,1,0,1,1,0.14418773,0,0,1,0,0,0,1,0.9454864,0.9886294,3,0,0.80053174,0
1,1,0,0,1,1,0.18573265,0,0,0,0,0,0,0,0.7813104,0.78631365,3,0,0.79690295,0
0,0,1,1,1,0,-1.4677553,0,1,0,1,0,0,1,-0.041982472,0.9886294,0,0,-0.020909294,0
1,0,0,0,1,0,0.3120292,1,0,0,0,0,0,1,0.013966432,-0.24314304,0,0,0.014269532,0
1,0,0,0,1,0,0.34194157,1,0,0,0,0,1,0,-0.38089126,-0.6946121,0,0,-0.47641316,0
1,0,1,0,1,0,-0.6700928,0,0,1,0,0,1,0,-0.50939435,-0.44704098,0,0,-0.4382978,0
1,0,0,0,1,0,-1.4395049,0,1,0,1,0,0,0,-0.45009652,0.38648883,0,0,-0.34265167,0
1,0,1,1,1,1,-0.7083141,0,0,1,0,0,0,1,-0.8606314,-0.8441327,0,0,-1.4481761,0
1,0,1,1,1,0,-1.4860351,0,1,1,0,0,0,0,-0.8600247,-0.24314304,0,0,-0.5852611,0
0,0,1,1,1,0,0.97674805,1,0,1,0,0,0,0,1.3051993,1.0098047,3,0,1.3245403,0
0,0,0,0,1,0,0.985057,1,0,0,0,0,1,0,-1.4390084,-1.8123131,3,0,0.1540306,1
0,0,0,0,1,0,-1.5026531,0,1,0,1,0,0,1,-1.3315238,-1.021193,0,0,11.333081,0
0,0,0,1,1,1,0.3701921,0,0,0,0,0,0,1,0.0078066722,-0.19699931,4,0,0.007897603,0
1,0,1,1,1,0,-0.020330174,0,0,1,0,0,0,0,0.79134685,0.8562688,3,0,0.7410962,0
1,1,1,0,1,1,1.4885815,1,0,0,1,0,0,0,1.6514598,1.2472993,5,0,1.4332926,0
0,0,1,0,1,1,1.5301265,1,0,0,1,1,0,0,1.4509898,1.0098047,5,1,1.6097603,0
0,0,0,0,1,1,-0.32443902,0,0,0,0,1,0,0,-1.627886,-1.8123131,1,0,0.16227263,1
0,0,0,1,1,0,-0.37595472,0,0,0,0,0,0,1,-0.43889114,-0.50397736,2,1,-0.40739885,0
0,0,1,1,1,0,0.17243828,1,0,0,0,1,0,0,-0.8997938,-1.1249284,0,0,1.4008688,0
1,0,0,0,1,1,1.2193704,1,0,0,0,0,1,0,-1.4117378,-1.8123131,3,0,0.15270673,1
1,0,1,1,1,0,1.0714705,1,0,0,0,0,1,0,-0.014749683,-0.50397736,3,0,-0.016790772,0
1,0,0,0,1,1,0.8587604,0,0,1,0,0,0,0,0.7548689,0.44569844,6,1,1.0356405,0
1,0,1,0,1,1,0.29208767,1,0,0,0,0,0,1,1.0967731,1.0922282,1,0,0.8660438,0
0,0,1,0,1,0,0.1059664,0,0,0,0,0,0,0,-0.85338515,-1.1249284,3,1,1.3552619,1
0,0,1,0,1,1,0.9833952,1,0,0,1,0,0,0,1.284931,1.030746,3,0,1.2478712,0
0,0,0,0,1,1,0.1574821,1,0,0,0,0,1,0,-1.5493689,-1.8123131,0,0,0.15903431,1
1,0,0,0,1,1,-1.5259182,0,1,0,0,0,0,1,-1.9298475,-1.8123131,0,0,0.17260556,1
1,0,0,0,1,0,-1.5076385,0,1,1,0,0,0,1,-0.6285055,0.08773716,0,0,-0.4662967,0
0,0,0,0,1,1,0.14751132,1,0,0,0,0,1,0,-1.550865,-1.8123131,0,0,0.15909843,1
